doc_count,num_topics_excl_noise,noise_docs,noise_ratio,topic_balance_entropy_norm,mean_topic_word_jaccard,mean_max_topic_probability,silhouette_cosine_non_noise,davies_bouldin_non_noise
69,5,12,0.17391304347826086,0.8492549905674246,0.02222222222222222,0.716556488405797,0.04845836040788945,3.0770731340796873
